SimpleFieldSearchExample
searching for e
Connecting to 50.19.46.133:8194
Sending Request: fieldSearchRequest = {
    searchSpec = "e"
    returnFieldDocumentation = false
}

FIELD ID     MNEMONIC                            DESCRIPTION                             
A1539        ARD_ENERGY_BOE_OTHER_CHG_WORLD      ARD Energy-BOE-Other Chg-Worldwide      
A1552        ARD_ENERGY_BOE_START_YR_LAMR        ARD Energy-BOE-Start Yr-Latin America   
A1559        ARD_ENERGY_BOE_OTHER_CHG_LAMR       ARD Energy-BOE-Other Chg-Latin America  
A1556        ARD_ENERGY_BOE_PURCHASES_LAMR       ARD Energy-BOE-Purchases-Latin America  
A1561        ARD_ENERGY_BOE_DEV_RSRV_LAMR        ARD Energy-BOE-Dev Reserves-Latin America
A1557        ARD_ENERGY_BOE_SALES_LAMR           ARD Energy-BOE-Sales-Latin America      
A1558        ARD_ENERGY_BOE_PRODUCTION_LAMR      ARD Energy-BOE-Production-Latin America 
X1030        AMBEST_PREMIUMS_EARNED_TOTAL        A.M. Best - Premiums Earned Total       
B5757        ARD_NET_2P_BOE_RESERVES_EUROPE      ARD Net 2P BOE Reserves Europe          
B5758        ARD_GROSS_2P_BOE_RESERVES_EUROPE    ARD Gross 2P BOE Reserves Europe        
J3079        ARDJ_ST_LOA_CAS_CAS_EQU_AT          Japan ARD St Loans In Cash & Cash Equiv At End Of
J3077        ARDJ_OTH_SEC_CAS_CAS_EQU_AT         Japan ARD Other Secrty In Cash & Cash Equiv At End
IN854        SG&A_EXPENSES_PER_MCFE_MEDIAN       SG&A Expenses per MCFE - Median         
IM114        IS_NET_PREMS_EARNED_LIFE            Net Premiums Earned - Life              
BS819        BS_ADJ_RETAINED_EARNINGS            Adjusted Retained Earnings              
IX040        NET_PREMIUMS_EARNED_LIFE_INSUR      Net Premiums Earned - Life Insurance    
X1025        AMBEST_PREMIUMS_EARNED_DENTAL       A.M. Best - Premiums Earned Dental      
A8158        ARD_INTEREST_EARNED                 ARD Interest Earned                     
IR930        LIFE_INSURANCE_PREMS_EARNED_SUM     Life Insurance Premiums Earned Sum      
X1024        AMBEST_PREMIUMS_EARNED_VISION       A.M. Best - Premiums Earned Vision      
B4060        ARD_REBATES_EARNED                  ARD Rebates Earned                      
J4414        ARDJ_SHR_EQT_TOT_NET_INC_EXC_SE     Japan ARD Shrhldrs Eqty Total Net Inc/Dec Excl SE
J4307        ARDJ_LEASE_VAL_EQUIV_ACQ_COST       Japan ARD Lease Value Eqvlnt to Acquisition Cost
J4308        ARDJ_EQUIV_ACC_DEP_VAL_LEASE        Japan ARD Eqvlnt Accum Depr Value of Lease
X1691        OSFI_CPTL_EQUIV_CRED_SUBSTITUTES    OSFI Capital Equivalency Credit Substitutes
X1682        OSFI_CPTL_EQUIV_PROVINCIAL_SECS     OSFI Capital Equivalency Provincial Securities
IA250        NET_PREMIUMS_EARNED_NON_LIFE_SUM    Net Premiums Earned Non-Life - Sum      
DX953        EARNINGS_REPLAY_CONF_CALL_PIN       International Earnings Replay Conference Call PIN
EE997        CANADIAN_ANNOUNCED_EARNINGS_1D      Canada Announced Earnings 1 Day Ago     
RX581        1YR_ALL_IN_F&D_COSTS_BOE            Energy-1Yr All-in Finding & Development Costs-BOE
SI149        BOE_IMPROV_REC_US                   Energy-BOE-Impr Recover-US              
BS144        BS_APPROPRIATED_RETAINED_EARNING    Appropriated Retained Earnings          
B5728        ARD_PRV_UNDEV_TOT_OIL_EQV_LATAM     ARD Proved Undeveloped Total Oil Equiv - LatAm
X1029        AMBEST_PREMIUMS_EARNED_OTHER        A.M. Best - Premiums Earned Other       
X1028        AMBEST_PREMIUMS_EARNED_MEDICAID     A.M. Best - Premiums Earned Medicaid    
X1022        AMBEST_PREMIUMS_EARNED_GROUP        A.M. Best - Premiums Earned Group       
PG022        PG_NET_PREMIUMS_EARNED              Product/Geographic Net Premiums Earned  
RX583        1YR_ORGANIC_F&D_COSTS_BOE           Energy-1Yr Organic Finding & Development Costs-BOE
J1366        ARDJ_NET_INC_CAS_CAS_EQU_DUE        Japan ARD Net Incr In Cash & Cash Equiv Due Merger
J1365        ARDJ_INC_CAS_CAS_EQU_TO             Japan ARD Incr In Cash & Cash Equiv Due To Consoli

J3085        ARDJ_OTH_DEP_CAS_CAS_EQU_AT         Japan ARD Other Deposit In Cash & Cash Equiv At Yr
J3088        ARDJ_OTH_CUR_ASS_CAS_CAS_EQU        Japan ARD Other Cur Asset In Cash & Cash Equiv At
RR395        COMM_FEES_EARN_YR_GROWTH            Commissions & Fees Earned - 1 Yr Growth 
J2792        ARDJ_OTHER_R/E_SCHDULE              Japan ARD Other-R/E Schdule             
A5263        ARD_HEADLINE_EARNINGS               ARD Headline Earnings                   
RR628        GEO_GROW_EXTERN_EQY_FNC             External Equity Financing - 5 Yr Geometric Growth
T0236        TRAIL_12M_EARN_FOR_COMMON           Trailing 12M Earnings For Common        
B5740        ARD_PRV_UNDEV_TOT_OIL_EQUIV_US      ARD Proved Undeveloped Total Oil Equiv - US
B5743        ARD_PRV_UNDEV_TOT_OIL_EQUIV_WW      ARD Proved Undeveloped Total Oil Equiv - WW
SI179        AVG_SALE_PRICE_MCFE_UNHEDGED_US     Energy-Avg $/MCFE (Unhedged)-US         
SI177        AVG_SALE_PRICE_MCFE_HEDGED_US       Energy-Avg $/MCFE (Hedged)-US           
R8006        ARDR_CASH_DEP_INCL_IN_CASH_EQUIV    ARD Ref Cash & Deposit Incl In Cash &Cash Equiv
A8874        ARD_CONS_ADJ_ACCT_EQUIV_TIER1_LO    ARD Consolidation Adj Acct Equiv Tier 1 Local Std
A8352        ARD_BEG_BAL_CASH_EQUIV_NEW_CONS     ARD Beginning Balances Cash & Equiv New Cons Subs
X1687        OSFI_TOT_CAPITAL_EQUIVALENCY_DEP    OSFI Total Capital Equivalency Deposit  
RR191        LARGE_DPST_TO_EARN_ASSET            Large Deposits/Earning Assets           
IS172        IS_EARNINGS_TO_FIXED_CHARGES        Earnings to Fixed Charges               
J1892        ARDJ_NET_INC_DE_CAS_CAS_EQU         Japan ARD Net Inc (Dec) In Cash & Cash Equiv
J1893        ARDJ_BEG_BAL_CAS_CAS_EQU            Japan ARD Beg Balance Of Cash & Cash Equiv
SI173        AVG_SALE_PRICE_BOE_HEDGED_US        Energy-Avg $/BOE (Hedged)-US            
SI175        AVG_SALE_PRICE_BOE_UNHEDGED_US      Energy-Avg $/BOE (Unhedged)-US          
IS436        DAILY_PROD_MBOE_US                  Energy-Thousands of BOE per Day US      
B1374        ARD_BOE_START_YEAR_US               ARD Energy-BOE-Start Yr-US              
B1376        ARD_BOE_REVISIONS_US                ARD Energy-BOE-Revisions-US             
B1391        ARD_BOE_DEVEL_RESV_CANADA           ARD Energy-BOE-Developed Reserves-Canada
B1382        ARD_BOE_PURCHASES_US                ARD Energy-BOE-Purchases-US             
B1379        ARD_BOE_IMPROV_REC_CANADA           ARD Energy-BOE-Impr Recover-Canada      
B1405        ARD_AVG_SALE_PX_BOE_UNHEDGED_CA     ARD Energy-Avg $/BOE (Unhedged)-Canada  
B1409        ARD_AVG_SALE_PX_MCFE_UNHEDGED_CA    ARD Energy-Avg $/MCFE (Unhedged)-Canada 
B1386        ARD_BOE_PRODUCTION_US               ARD Energy-BOE-Production-US            
B1407        ARD_AVG_SALE_PX_MCFE_HEDGED_CA      ARD Energy-Avg $/MCFE (Hedged)-Canada   
B1403        ARD_AVG_SALE_PX_BOE_HEDGED_CA       ARD Energy-Avg $/BOE (Hedged)-Canada    
B1384        ARD_BOE_SALES_US                    ARD Energy-BOE-Sales-US                 
A1891        ARD_TOTAL_PROD_MBOE_CARIBBEAN       ARD Energy-Thousands of BOE per Day Caribbean
A1901        ARD_TOTAL_PROD_MBOE_AUSTRALIA       ARD Energy-Thousands of BOE per Day Australia
A1882        ARD_TOTAL_PROD_MBOE_GULF            ARD Energy-Thousands of BOE per Day Gulf
A1885        ARD_TOTAL_PROD_MBOE_CALIFORNIA      ARD Energy-Thousands of BOE per Day California
A1887        ARD_TOTAL_PROD_MBOE_CANADA          ARD Energy-Thousands of BOE per Day Canada
A1886        ARD_TOTAL_PROD_MBOE_ALASKA          ARD Energy-Thousands of BOE per Day Alaska
X1696        OSFI_CAPITAL_EQUIVALENCY_RATIO      OSFI Capital Equivalency Ratio          
X1679        OSFI_DERIVATIVES_RISK_WT_EQUIV      OSFI Derivatives Risk Weight Equivalent 
J0832        ARDJ_CAS_CAS_EQU_ST_INV             Japan ARD Cash Cash Equivalents And ST Invst
X1685        OSFI_CAPITAL_EQUIVALENCY_SECS       OSFI Capital Equivalency Securities     
X1692        OSFI_CAPITAL_EQUIVALENCY_REPOS      OSFI Capital Equivalency Repos          
X1693        OSFI_CAPITAL_EQUIVALENCY_TRANS      OSFI Capital Equivalency Transaction    
X1688        OSFI_CPTL_EQUIVALENCY_RECOG_LIAB    OSFI Capital Equivalency Recognized Liabilities
X1684        OSFI_CAPITAL_EQUIVALENCY_BK_DEP     OSFI Capital Equivalency Bank Deposits  
X1695        OSFI_CPTL_EQUIVALENCY_TOTAL_LIAB    OSFI Capital Equivalency Total Liabilities
X1681        OSFI_CAPITAL_EQUIVALENCY_TREAS      OSFI Capital Equivalency Treasuries     
X1680        OSFI_CAPITAL_EQUIVALENCY_CASH       OSFI Capital Equivalency Cash           
X1683        OSFI_CAPITAL_EQUIVALENCY_MUNIS      OSFI Capital Equivalency Municipals     
X1686        OSFI_CAPITAL_EQUIVALENCY_OTH_AST    OSFI Capital Equivalency Other Assets   
B5926        ARD_WW_2P_BOE_RESERVES_YEAR_END     ARD WW 2P BOE Reserves Year End         
RK774        EQV_DV_BP_BSD_ON_SNGL_CRV_SHIFT     Equivalent DV BP Based on Single Curve Shift
R1097        ARDR_CASH_CASH_EQUIV_BEG_OF_PER     ARD Ref Cash and Cash Equivalents (Beg of Period)
J3818        ARDJ_GDWL_AMNT_EQV_BIS              Japan ARD Goodwill Amount Equivalent (BIS)
A8900        ARD_DEFERRED_TAXES_EQ_TIER1_BIS     ARD Deferred Taxes Equivalent Tier 1 - BIS
G0236        PG_ADJUSTED_EARNINGS_PER_SHARE      Product/Geographic Adjusted Earnings per Share
B5725        ARD_PRV_UNDEV_TOT_OIL_EQUIV_NA      ARD Prv Undeveloped Tot Oil Equivalent - NA
IE049        IEST_FINL_TANGIBLE_COMMON_EQY       IEst Financial Tangible Common Equity   
R8054        ARDR_EQUIV_VAL_COST_LEASED_PPRTY    ARD Ref Equivalent Value Of Cost Of Leased Prprty
J4309        ARDJ_ACC_LOSS_EQUIV_VAL_LEASE       Japan ARD Accum Loss Equivalent Value of Lease
CG054        #_OF_CIO_&_EQUIV_CHNG_DUR_FY        Number of CIO and Equivalent Changes During FY
B2338        ARD_REV_PER_EQUIV_ADMISS_%_CHG      ARD Revenue per Equivalent Admiss % Change
CG057        #_OF_CFO_&_EQUIV_CHNG_DUR_FY        Number of CFO and Equivalent Changes During FY
CG060        #_OF_COO_&_EQUIV_CHNG_DUR_FY        Number of COO and Equivalent Changes During FY
B1380        ARD_BOE_EXTENS_DISCOV_US            ARD Energy-BOE-Extensions&Discoveries-US
X1694        OSFI_CAPITAL_EQUIVALENCY_TRADE      OSFI Capital Equivalency Trade          
RT057        CURRENT_TRR_6MO                     6 Month Total Return - Current          
IA426        MSCI_CASH_EARNINGS_ERN_CONS_FLG     MSCI Cash Earnings Earnings Consolidated Flag
X1665        OSFI_OTHER_OTC_CREDIT_EQUIVALENT    OSFI Other Over the Counter Credit Equivalent
X1677        OSFI_DERIVATIVES_CE                 OSFI Derivatives Credit Equivalent      
FR771        FED_SBO_RET_RCRS_CE                 Fed SBO Retained Recourse CE            
X1646        OSFI_CREDIT_OTC_CE                  OSFI Credit Over the Counter Credit Equivalent
ID107        ID_STOCK_EXCHANGE                   Stock Exchange Number                   
RT077        LAST_CLOSE_TRR_MTD                  Month To Date Total Return - Last Close 
A1900        ARD_TOTAL_PROD_MBOE_SE_ASIA         ARD Energy-Thousands of BOE per Day SE Asia
B5922        ARD_SCRAPPED_CONTAINERS_TEU         ARD Scrapped Containers TEU             
IR762        UK_&_IRE_NEW_BUS_PREMS_APE_SUM      UK and Ireland New Business Premiums APE Sum
A1564        ARD_ENERGY_BOE_IMPR_REC_EUROPE      ARD Energy-BOE-Impr Rec-Europe          
S3525        ARDR_SE_TOT_LIAB_EQTY_RATIO         ARD Ref Shareholders Equity to Total Liabs Ratio
RR611        GEO_GROW_TOT_SHRHLDR_EQY            Total Shareholder Equity - 5 Yr Geometric Growth
IA678        RUSSELL_AVG_PX_ERN_HOLD_EX_NEG_E    Russell Avg Px to Earnings Holdings Ex Neg Ern
B5917        ARD_NEWBLDGS_CONTAINER_CAP_TEU      ARD Newbuildings Container Capacity TEU 
FR486        FED_UNUSED_COMMIT_CP_1_YEAR_CE      Fed Unused Commitments CP 1 Year CE     
IR520        TOTAL_OPERATING_EV_EARNINGS_SUM     Total Operating Embedded Value Earnings - Sum
G0398        PG_CONTAINER_SHIPPING_VOL_IN_TEU    PG Container Shipping Volume in TEU     
B4489        ARD_M&I_RESERVES_CONTAINED_LCE      As Reported Data M&I Reserves Contained LCE
B4486        ARD_P&P_RESERVES_CONTAINED_LCE      As Reported Data P&P Reserves Contained LCE
G0403        PG_NEWBLDGS_CONTAINER_CAP_TEU       PG Newbuildings Container Capacity in TEU
R8064        ARDR_EQUIV_AMT_OF_DEP_EXP_LEASE     ARD Ref Equiv Amt Of Dep Exp For Leased Property
J2807        ARDJ_INC_CHG_ASS_UND_CONS_RE        Japan ARD Incr Due To Chg In Assc Co Under Eqty Co
J2829        ARDJ_DEC_MRG_ASS_UND_CONS_RE        Japan ARD Decr Due To Mrgr Of Assc Co Undr Eqty Co
BE873        BEST_ROE_BRK_GRID                   BEst Return on Equity Broker Estimates  
BE559        BEST_ROE_NUMEST                     BEst ROE # Ests                         
AN040        MTG_END_PRINC_WNDW_MTY              Mtge End Principal Window(Maturity)     
RR431        TOT_INS_RES_TO_SHRHLDR_EQY          Total Ins Res/Sharehlders Eqty          
RR429        LIFE_PLCY_BNFT_TO_SHRHLDR_EQY       Life Pol Benefit/Sharhldr Eqty          
RR430        OTHER_INS_RES_TO_SHRHLDR_EQY        Other Ins Res/Sharehlders Eqty          
FX002        FXOPT_EXERCISE_STYLE                Exercise Style                          

RX585        EV_DEV_COSTS_TO_RESERVES_BOE        EV (Including Development) Costs to Reserves-$/BOE
RR470        TOT_CAP_TO_LIAB_AND_EQY             Tot Capitalizatn to Liab&Eqty           
RR697        NET_PREM_EARN_NON_LIFE_TO_NET_PR    Net Premium Earned Non Life To Net Premium Earned
HT037        KAOS_25D                            Hurst Exponent 25 Day                   
A8121        ARD_ENDING_BALANCE_TOTAL_EQUITY     ARD Ending Balance - Total Equity       
FC033        FDIC_ROE                            FDIC Return On Equity                   
PE145        PERSON_DIR_COMP_N_EQTY_IP           Director Comp - Non-Equity Incentive Plan Comp
F0801        ANN_NET_CRED_INC_TO_EARN_ASSETS     Annualized Net Credit Income to Earning Assets
R3254        ARDR_NON_OPER_EXCEPTIONALS          ARD Ref Non-Operating Exceptionals      
RR601        GEO_GROW_OPER_INC                   Operating Income - 5 Yr Geometric Growth
M4344        OPEX_PSF_RE_TAX_TOT_PROP_PORT       OpEx PSF Real Estate Taxes Total Property Port
FR585        FED_EQTY_DERIV_NON_TRADING_NOTL     Fed Equity Derivative Non-Trading Notional
A0030        ARD_GL_EARLY_EXT_OF_DEBT_NET        ARD (Gain)/Loss On Early Extinguish of Debt - Net
F0142        FED_QUARTERLY_AVG_NON_EARN_AST      Fed Quarterly Average Non - Earning Assets
RR666        GEO_GROW_COM_EQY_TO_ASSET_INS       Common Equity to Assets (Ins) - 5 Yr Geo Growth
RR981        STANDARD_ERROR_DIL_EPS              Standard Error of Diluted EPS           
A0230        ARD_PRODUCTION_EXP                  ARD Production Expense                  
J4436        ARDJ_SHA_EQU_END_BAL                Japan ARD Shareholders Equity Ending Balance
F0141        FED_QUARTERLY_AVG_TOT_EARN_AST      Fed Quarterly Average Total Earning Assets
VM051        DDM_EARN_PER_SHARE_FY2_OVERRIDE     DDM Earnings per Share FY2 Override     
VM050        DDM_EARN_PER_SHARE_FY1_OVERRIDE     DDM Earnings per Share FY1 Override     
IA423        MSCI_ROE_FLAG                       MSCI Return on Equity Flag              
RR642        GEO_GROW_LT_DEBT_TO_COM_EQY         LT Debt to Common Equity - 5 Yr Geometric Growth
F0722        T12M_DVD_PAYOUT_RATIO_NORM_EARN     T12M Dividend Payout Ratio Normalized Earnings
ES540        CDP_N2O_EMISSIONS_CO2_EQUIV         CDP Reported N2O (Metric Tonnes CO2 Equivalent)
RX900        ANNUALIZED_FFO_TO_EQUITY_%          Annualized Funds from Operations to Equity %
VM052        DDM_EARN_PER_SHARE_FY3_OVERRIDE     DDM Earnings per Share FY3 Override     
B5973        ARD_EQUITY_INTEREST_IN_JV_AT_CST    ARD Equity Interest in JV at Cost       
RX005        STOCK_COMP_EPS_EFFECT               Stock Compensation EPS Effect           
IN215        EEPS_CURRENT_YEAR_MEDIAN            Estimated Earnings per Share Current Year - Median
R8057        ARDR_EQ_VAL_END_CARRY_AMT_LEASE     ARD Ref Equiv Val Of End Carry Amt Of Lease Prpty
J3074        ARDJ_MMF_CAS_CAS_EQU_END            Japan ARD Mmf In Cash & Cash Equiv At End Of Yr
CM078        CORRELATION_FX_EQUITY_CV_MODEL      Correlation Between Equity and FX CV Model
B4387        ARD_CONT_RSRCS_BCFE_BEST_EST        ARD Contingent Resources Best Est 2C BCFE
B4385        ARD_CONT_RSRCS_BCFE_LOW_EST         ARD Contingent Resources Low Range Est 1C BCFE
IN216        EEPS_NEXT_YEAR_MEDIAN               Estimated Earnings per Share Next Year - Median
J3069        ARDJ_CASH_EQUIV_END_YR_MKT_SEC      Japan ARD Cash & Cash Equiv At End Of Yr Mktbl Sec
RT045        PREV_BUS_ANN_TRR_5YR                5 Year Ann Total Return - Previous Business Day
BE846        BEST_ROE_ACT_CHG                    BEst ROE Actual Change                  
BE550        BEST_ROE_CHG                        BEst ROE Change                         
BE551        BEST_ROE_CHG_PCT                    BEst ROE % Chg                          
BE847        BEST_ROE_ACT_PCT_CHG                BEst ROE Actual % Change                
BM152        BS_EQTY_INVTS_WITHIN_INS_PORT_LF    Eqty Investments within Insurance Portfolio Life
B4386        ARD_CONT_RSRCS_BCFE_HIGH_EST        ARD Contingent Resources High Range Est 3C BCFE
J4446        ARDJ_SH_EQ_TOT_NON_EQ_CHG_PER       Japan ARD Shr Eqty Total Non-Shr Eq Chg In Period
F0109        FED_RE_LNS_DOM_%_TOT_LNS_LEAS       Fed Real Estate Loans Domestic % Tot Loans Leases
BE553        BEST_ROE_4WK_CHG                    BEst ROE 4 wk Chg                       
BE151        BEST_ROE_1WK_PCT_CHG                BEst ROE 1 Week  % Change               
BE564        BEST_ROE_DEV                        BEst ROE % Deviation                    
BE561        BEST_ROE_4WK_DN                     BEst ROE 4 wk Down                      
BE560        BEST_ROE_4WK_UP                     BEst ROE 4 wk Up                        
BE554        BEST_ROE_3MO_CHG                    BEst ROE 3 mo Chg                       
FC587        FDIC_EQUITY_&_INDEX_EXPOSURE        FDIC Equity & Index Exposure            
F0112        FED_CONS_RE_LNS_%_TOT_LNS_LEAS      Fed Cons Real Estate Loans % Total Loans Leases
BE562        BEST_ROE_YOY_GTH                    BEst ROE YoY Gwth                       
A1554        ARD_ENERGY_BOE_IMPR_REC_LAMR        ARD Energy-BOE-Impr Rec-Latin America   
A1544        ARD_ENERGY_BOE_IMPR_REC_NAMR        ARD Energy-BOE-Impr Rec-North America   
A1534        ARD_ENERGY_BOE_IMPR_REC_WORLD       ARD Energy-BOE-Impr Rec-Worldwide       
J4353        ARDJ_SHR_EQT                        Japan ARD Shrhld Eqty                   
B5852        ARD_AST_ALLOCATION_DEVELOP_EQTY     ARD Asset Allocation - Developed Equities
B5845        ARD_AST_ALLOCATION_DOMESTIC_EQTY    ARD Asset Allocation - Domestic Equities
BE153        BEST_ROE_3MO_PCT_CHG                BEst ROE 3 Month  % Change              
BE152        BEST_ROE_4WK_PCT_CHG                BEst ROE 4 Week  % Change               
BE563        BEST_ROE_QOQ_GTH                    BEst ROE QoQ Gwth                       
BE556        BEST_ROE_STDDEV                     BEst ROE Std Dev                        
RR427        CLAIM_LOSS_RES_TO_SHRHLDR_EQY       Claims&Loss Res/Sharehldr Eqty          
J3082        ARDJ_ST_BRR_CAS_CAS_EQU_AT          Japan ARD St Brrwing In Cash & Cash Equiv At End O
